chrom,start,end,name
chr14,6961563,6961815,blacklist_2123
chr14,6963538,6963954,blacklist_2124
chr14,6970521,6970969,blacklist_2125
chr14,6971979,6972408,blacklist_2126
chr14,6975977,6976232,blacklist_2127
chr14,6981030,6981434,blacklist_2128
chr14,6984905,6985729,blacklist_2129
chr14,6988293,7002386,blacklist_2130
chr14,7003848,7004660,blacklist_2131
chr14,7007975,7008363,blacklist_2132
chr14,7011814,7012255,blacklist_2133
chr14,7019724,7020227,blacklist_2134
chr14,7027715,7028067,blacklist_2135
chr14,7037201,7037695,blacklist_2136
chr14,7052836,7053262,blacklist_2137
chr14,7055725,7056055,blacklist_2138
chr14,7077149,7077884,blacklist_2139
chr14,7081197,7081750,blacklist_2140
chr14,7122083,7122492,blacklist_2141
chr14,7136200,7136445,blacklist_2142
chr14,7136686,7138586,blacklist_2143
chr14,7185414,7185656,blacklist_2144
chr14,7200211,7200377,blacklist_2145
chr14,7201769,7202236,blacklist_2146
chr14,7223489,7223686,blacklist_2147
chr14,7240402,7240612,blacklist_2148
chr14,7242490,7242841,blacklist_2149
chr14,7243686,7252486,blacklist_2150
chr14,7254661,7254974,blacklist_2151
chr14,7255038,7255566,blacklist_2152
chr14,7256988,7258817,blacklist_2153
chr14,7261086,7262986,blacklist_2154
chr14,7263444,7267340,blacklist_2155
chr14,7282983,7283595,blacklist_2156
chr14,7289486,7290786,blacklist_2157
chr14,7291806,7292135,blacklist_2158
chr14,7319486,7320786,blacklist_2159
chr14,7325045,7325336,blacklist_2160
chr14,7359219,7359414,blacklist_2161
chr14,7371073,7371270,blacklist_2162
chr14,7372886,7374186,blacklist_2163
chr14,7395042,7395387,blacklist_2164
chr14,7411786,7417086,blacklist_2165
chr14,7418173,7418701,blacklist_2166
chr14,7422395,7423031,blacklist_2167
chr14,7429660,7429905,blacklist_2168
chr14,7430845,7432086,blacklist_2169
chr14,7458570,7459128,blacklist_2170
chr14,7505869,7506164,blacklist_2171
chr14,7511586,7517786,blacklist_2172
chr14,7536496,7537117,blacklist_2173
chr14,7559747,7560174,blacklist_2174
chr14,7582814,7583069,blacklist_2175
chr14,7629986,7631086,blacklist_2176
chr14,7642486,7644386,blacklist_2177
chr14,7654634,7654894,blacklist_2178
chr14,7870186,7871986,blacklist_2179
chr14,8005993,8006320,blacklist_2180
chr14,8284201,8289240,blacklist_2181
chr14,8501781,8502072,blacklist_2182
chr14,9420286,9421686,blacklist_2183
chr14,9685449,9685777,blacklist_2184
chr14,10687186,10689086,blacklist_2185
chr14,11046186,11049986,blacklist_2186
chr14,11585522,11585793,blacklist_2187
chr14,12537591,12537862,blacklist_2188
chr14,13166501,13166714,blacklist_2189
chr14,13634173,13634363,blacklist_2190
chr14,13846547,13846964,blacklist_2191
chr14,14032220,14032491,blacklist_2192
chr14,14302426,14302773,blacklist_2193
chr14,14336386,14338286,blacklist_2194
chr14,14427411,14427560,blacklist_2195
chr14,15089386,15091186,blacklist_2196
chr14,16069586,16072586,blacklist_2197
chr14,16912086,16913986,blacklist_2198
chr14,18139786,18140986,blacklist_2199
chr14,18270286,18271586,blacklist_2200
chr14,18709720,18710092,blacklist_2201
chr14,19042683,19042978,blacklist_2202
chr14,19043281,19043408,blacklist_2203
chr14,19252686,19254586,blacklist_2204
chr14,19277886,19278886,blacklist_2205
chr14,19302926,19303097,blacklist_2206
chr14,19413226,19419729,blacklist_2207
chr14,19482889,19483065,blacklist_2208
chr14,19483076,19483310,blacklist_2209
chr14,19491355,19496382,blacklist_2210
chr14,19527989,19533021,blacklist_2211
chr14,19557035,19566533,blacklist_2212
chr14,19567832,19572845,blacklist_2213
chr14,19587278,19588378,blacklist_2214
chr14,19593941,19601167,blacklist_2215
chr14,19603798,19616315,blacklist_2216
chr14,19618887,19626219,blacklist_2217
chr14,19633478,19636578,blacklist_2218
chr14,19740482,19745525,blacklist_2219
chr14,19880972,19886021,blacklist_2220
chr14,20807130,20807437,blacklist_2221
chr14,21051778,21053078,blacklist_2222
chr14,21310346,21315423,blacklist_2223
chr14,21363064,21368090,blacklist_2224
chr14,21830478,21831978,blacklist_2225
chr14,21879178,21880678,blacklist_2226
chr14,22210977,22216022,blacklist_2227
chr14,23613453,23618474,blacklist_2228
chr14,24074078,24078778,blacklist_2229
chr14,25296314,25297814,blacklist_2230
chr14,26408211,26413263,blacklist_2231
chr14,26637714,26638814,blacklist_2232
chr14,26945340,26950389,blacklist_2233
chr14,27443076,27448103,blacklist_2234
chr14,27686614,27688214,blacklist_2235
chr14,28638230,28643252,blacklist_2236
chr14,28761873,28766921,blacklist_2237
chr14,28786667,28791684,blacklist_2238
chr14,29848800,29853850,blacklist_2239
chr14,30752814,30754514,blacklist_2240
chr14,31010435,31015468,blacklist_2241
chr14,31863847,31868893,blacklist_2242
chr14,34778679,34783895,blacklist_2243
chr14,35492795,35497896,blacklist_2244
chr14,35713814,35715414,blacklist_2245
chr14,36367923,36372966,blacklist_2246
chr14,36377114,36378314,blacklist_2247
chr14,36600914,36602814,blacklist_2248
chr14,36911755,36912086,blacklist_2249
chr14,36916087,36916928,blacklist_2250
chr14,36916988,36917586,blacklist_2251
chr14,37407949,37413001,blacklist_2252
chr14,37591414,37592914,blacklist_2253
chr14,37783314,37784614,blacklist_2254
chr14,37940214,37941514,blacklist_2255
chr14,39588312,39589712,blacklist_2256
chr14,39761712,39764112,blacklist_2257
chr14,39975656,39980700,blacklist_2258
chr14,40502823,40507877,blacklist_2259
chr14,40786211,40787711,blacklist_2260
chr14,41053411,41063534,blacklist_2261
chr14,41245475,41250516,blacklist_2262
chr14,41280547,41280737,blacklist_2263
chr14,41292150,41297204,blacklist_2264
chr14,41350411,41352011,blacklist_2265
chr14,41472911,41474011,blacklist_2266
chr14,41592347,41592587,blacklist_2267
chr14,41623030,41628033,blacklist_2268
chr14,41681003,41682603,blacklist_2269
chr14,41718203,41719303,blacklist_2270
chr14,41971793,41973493,blacklist_2271
chr14,41974072,41974289,blacklist_2272
chr14,41978929,41983942,blacklist_2273
chr14,42138093,42139293,blacklist_2274
chr14,42170993,42172293,blacklist_2275
chr14,42568793,42570693,blacklist_2276
chr14,42774179,42774531,blacklist_2277
chr14,42784483,42784964,blacklist_2278
chr14,42786993,42788693,blacklist_2279
chr14,42796893,42797993,blacklist_2280
chr14,42992767,42993967,blacklist_2281
chr14,43006667,43008567,blacklist_2282
chr14,43070767,43073867,blacklist_2283
chr14,43076452,43081457,blacklist_2284
chr14,43120634,43120928,blacklist_2285
chr14,43238156,43238353,blacklist_2286
chr14,43274944,43275465,blacklist_2287
chr14,43278563,43279215,blacklist_2288
chr14,43283767,43285467,blacklist_2289
chr14,43290608,43296167,blacklist_2290
chr14,43339118,43344133,blacklist_2291
chr14,43361740,43362185,blacklist_2292
chr14,43365067,43366367,blacklist_2293
chr14,43368138,43368504,blacklist_2294
chr14,43400967,43403567,blacklist_2295
chr14,43531735,43532935,blacklist_2296
chr14,43593035,43598835,blacklist_2297
chr14,43662335,43663535,blacklist_2298
chr14,43676683,43676904,blacklist_2299
chr14,43712864,43713204,blacklist_2300
chr14,43713412,43713748,blacklist_2301
chr14,43804635,43810435,blacklist_2302
chr14,43880504,43880644,blacklist_2303
chr14,44015791,44016249,blacklist_2304
chr14,44125898,44135728,blacklist_2305
chr14,44169024,44169456,blacklist_2306
chr14,44173587,44173851,blacklist_2307
chr14,44179694,44179890,blacklist_2308
chr14,44187784,44187972,blacklist_2309
chr14,44191415,44196439,blacklist_2310
chr14,44244736,44244874,blacklist_2311
chr14,44246305,44246418,blacklist_2312
chr14,44295273,44295577,blacklist_2313
chr14,44301335,44302835,blacklist_2314
chr14,44367989,44368133,blacklist_2315
chr14,44373616,44373760,blacklist_2316
chr14,44436901,44437160,blacklist_2317
chr14,44497840,44502859,blacklist_2318
chr14,44503075,44503257,blacklist_2319
chr14,44503815,44504013,blacklist_2320
chr14,44527282,44527486,blacklist_2321
chr14,44669025,44676625,blacklist_2322
chr14,44699717,44699931,blacklist_2323
chr14,44715895,44716090,blacklist_2324
chr14,44722329,44722601,blacklist_2325
chr14,44738864,44739071,blacklist_2326
chr14,45018725,45020225,blacklist_2327
chr14,45201058,45206091,blacklist_2328
chr14,45223378,45228386,blacklist_2329
chr14,45375625,45376825,blacklist_2330
chr14,45480871,45485908,blacklist_2331
chr14,45810309,45815369,blacklist_2332
chr14,47447305,47447569,blacklist_2333
chr14,47451934,47456966,blacklist_2334
chr14,47538164,47543221,blacklist_2335
chr14,47626963,47632040,blacklist_2336
chr14,47700856,47705904,blacklist_2337
chr14,47858993,47864057,blacklist_2338
chr14,47912056,47917072,blacklist_2339
chr14,47926266,47931304,blacklist_2340
chr14,48063846,48064000,blacklist_2341
chr14,48728634,48733640,blacklist_2342
chr14,49009033,49014086,blacklist_2343
chr14,49217206,49222207,blacklist_2344
chr14,49622619,49622773,blacklist_2345
chr14,49808325,49811125,blacklist_2346
chr14,49841915,49846959,blacklist_2347
chr14,50463545,50468570,blacklist_2348
chr14,50634125,50635225,blacklist_2349
chr14,50720125,50726725,blacklist_2350
chr14,50751584,50756641,blacklist_2351
chr14,50900840,50901098,blacklist_2352
chr14,50930225,50931725,blacklist_2353
chr14,51153140,51153371,blacklist_2354
chr14,51226733,51226928,blacklist_2355
chr14,51394911,51399979,blacklist_2356
chr14,51431799,51432039,blacklist_2357
chr14,51509408,51514449,blacklist_2358
chr14,51579957,51580295,blacklist_2359
chr14,51590625,51591725,blacklist_2360
chr14,51592587,51602325,blacklist_2361
chr14,51602460,51603030,blacklist_2362
chr14,51612700,51612938,blacklist_2363
chr14,51614779,51619788,blacklist_2364
chr14,51635328,51635511,blacklist_2365
chr14,51689526,51695336,blacklist_2366
chr14,51704047,51709077,blacklist_2367
chr14,51778983,51779225,blacklist_2368
chr14,52103425,52104525,blacklist_2369
chr14,52278625,52279925,blacklist_2370
chr14,52471239,52476295,blacklist_2371
chr14,52499391,52504445,blacklist_2372
chr14,52810125,52815152,blacklist_2373
chr14,52839374,52839498,blacklist_2374
chr14,52992818,52997863,blacklist_2375
chr14,53147943,53152986,blacklist_2376
chr14,53255525,53257025,blacklist_2377
chr14,53303988,53309031,blacklist_2378
chr14,53477525,53478825,blacklist_2379
chr14,53684949,53689978,blacklist_2380
chr14,53771671,53772099,blacklist_2381
chr14,54315025,54317425,blacklist_2382
chr14,54516763,54518163,blacklist_2383
chr14,55559663,55560963,blacklist_2384
chr14,55671463,55672563,blacklist_2385
chr14,55803700,55808749,blacklist_2386
chr14,56401025,56406064,blacklist_2387
chr14,56691498,56696580,blacklist_2388
chr14,57075925,57080973,blacklist_2389
chr14,57227455,57232509,blacklist_2390
chr14,57278763,57280163,blacklist_2391
chr14,57797863,57798963,blacklist_2392
chr14,58249063,58250263,blacklist_2393
chr14,58656212,58661289,blacklist_2394
chr14,58829857,58834932,blacklist_2395
chr14,58951963,58953263,blacklist_2396
chr14,59445693,59446041,blacklist_2397
chr14,60021496,60026505,blacklist_2398
chr14,60328110,60333180,blacklist_2399
chr14,61710057,61715117,blacklist_2400
chr14,64290863,64291963,blacklist_2401
chr14,64937163,64938263,blacklist_2402
chr14,65104657,65109710,blacklist_2403
chr14,65817193,65817461,blacklist_2404
chr14,66905871,66910923,blacklist_2405
chr14,67715143,67716543,blacklist_2406
chr14,67759862,67764878,blacklist_2407
chr14,68290347,68295384,blacklist_2408
chr14,69159496,69164946,blacklist_2409
chr14,70108501,70113565,blacklist_2410
chr14,70233683,70238757,blacklist_2411
chr14,70619566,70619768,blacklist_2412
chr14,72909393,72910893,blacklist_2413
chr14,73764665,73769741,blacklist_2414
chr14,74063423,74068517,blacklist_2415
chr14,74124593,74125693,blacklist_2416
chr14,74488232,74493259,blacklist_2417
chr14,75319865,75320032,blacklist_2418
chr14,75426193,75428093,blacklist_2419
chr14,75710745,75710994,blacklist_2420
chr14,78166293,78167693,blacklist_2421
chr14,79169793,79171393,blacklist_2422
chr14,79426193,79427393,blacklist_2423
chr14,79797493,79799293,blacklist_2424
chr14,80328576,80333629,blacklist_2425
chr14,80425893,80427393,blacklist_2426
chr14,81500593,81501693,blacklist_2427
chr14,82018493,82019493,blacklist_2428
chr14,82081461,82086495,blacklist_2429
chr14,82495475,82500519,blacklist_2430
chr14,82962493,82964093,blacklist_2431
chr14,83119088,83124151,blacklist_2432
chr14,83506872,83511993,blacklist_2433
chr14,84386493,84391193,blacklist_2434
chr14,85197234,85202285,blacklist_2435
chr14,85344877,85349921,blacklist_2436
chr14,86110300,86110525,blacklist_2437
chr14,86110723,86110967,blacklist_2438
chr14,86111007,86111407,blacklist_2439
chr14,86143489,86148532,blacklist_2440
chr14,86196488,86201641,blacklist_2441
chr14,87358893,87360793,blacklist_2442
chr14,87669888,87674918,blacklist_2443
chr14,87813693,87815193,blacklist_2444
chr14,88450320,88455346,blacklist_2445
chr14,88476811,88481853,blacklist_2446
chr14,88680579,88685648,blacklist_2447
chr14,88786144,88791199,blacklist_2448
chr14,88855893,88857293,blacklist_2449
chr14,90275693,90279393,blacklist_2450
chr14,90458862,90458958,blacklist_2451
chr14,90908688,90913774,blacklist_2452
chr14,90976413,90977913,blacklist_2453
chr14,90996189,91001209,blacklist_2454
chr14,92431181,92432381,blacklist_2455
chr14,93933381,93936081,blacklist_2456
chr14,94644181,94647581,blacklist_2457
chr14,94670079,94675136,blacklist_2458
chr14,94811781,94812881,blacklist_2459
chr14,95612061,95617127,blacklist_2460
chr14,95717244,95722270,blacklist_2461
chr14,96245708,96250756,blacklist_2462
chr14,96598710,96603764,blacklist_2463
chr14,97902530,97907559,blacklist_2464
chr14,97946304,97951358,blacklist_2465
chr14,98229331,98234378,blacklist_2466
chr14,98729567,98734592,blacklist_2467
chr14,99057835,99062842,blacklist_2468
chr14,102129783,102130983,blacklist_2469
chr14,102131642,102136696,blacklist_2470
chr14,102549483,102551383,blacklist_2471
chr14,102755883,102763301,blacklist_2472
chr14,102814083,102816383,blacklist_2473
chr14,103564006,103564580,blacklist_2474
chr14,104706912,104718572,blacklist_2475
chr14,105078007,105083037,blacklist_2476
chr14,105214983,105216583,blacklist_2477
chr14,105976983,105978083,blacklist_2478
chr14,106004283,106005583,blacklist_2479
chr14,106090803,106095849,blacklist_2480
chr14,106328976,106334044,blacklist_2481
chr14,106465549,106466390,blacklist_2482
chr14,106466712,106471731,blacklist_2483
chr14,106472392,106473142,blacklist_2484
chr14,106475274,106480276,blacklist_2485
chr14,106725283,106727283,blacklist_2486
chr14,106896097,106896289,blacklist_2487
chr14,109024504,109029567,blacklist_2488
chr14,109673727,109678787,blacklist_2489
chr14,109911883,109912983,blacklist_2490
chr14,110357878,110359778,blacklist_2491
chr14,110968996,110974028,blacklist_2492
chr14,112516395,112521469,blacklist_2493
chr14,113538378,113541178,blacklist_2494
chr14,114283568,114304550,blacklist_2495
chr14,114306417,114316199,blacklist_2496
chr14,114327089,114333540,blacklist_2497
chr14,114337918,114360217,blacklist_2498
chr14,114366635,114383374,blacklist_2499
chr14,114396971,114412940,blacklist_2500
chr14,114415531,114421211,blacklist_2501
chr14,114423368,114428375,blacklist_2502
chr14,114429594,114475345,blacklist_2503
chr14,114475719,114477093,blacklist_2504
chr14,114478646,114489001,blacklist_2505
chr14,114492246,114500172,blacklist_2506
chr14,114505281,114505867,blacklist_2507
chr14,114512550,114534475,blacklist_2508
chr14,114540721,114549517,blacklist_2509
chr14,114551795,114562273,blacklist_2510
chr14,114562589,114578143,blacklist_2511
chr14,114581128,114587313,blacklist_2512
chr14,114595647,114601210,blacklist_2513
chr14,114603369,114652324,blacklist_2514
chr14,114653086,114663895,blacklist_2515
chr14,114666720,114667568,blacklist_2516
chr14,114675108,114686267,blacklist_2517
chr14,114694077,114706280,blacklist_2518
chr14,114710457,114721989,blacklist_2519
chr14,114728869,114739575,blacklist_2520
chr14,114740521,114761731,blacklist_2521
chr14,114761936,114786474,blacklist_2522
chr14,114789155,114816906,blacklist_2523
chr14,114816935,114828921,blacklist_2524
chr14,114829492,114841171,blacklist_2525
chr14,114842558,114897000,blacklist_2526
chr14,114899978,115054254,blacklist_2527
chr14,115058937,115064012,blacklist_2528
chr14,115445714,115450717,blacklist_2529
chr14,115657407,115657676,blacklist_2530
chr14,116793178,116795078,blacklist_2531
chr14,116816473,116821678,blacklist_2532
chr14,117287278,117288878,blacklist_2533
chr14,118098191,118098465,blacklist_2534
chr14,118144978,118146378,blacklist_2535
chr14,118153706,118158764,blacklist_2536
chr14,118439850,118440055,blacklist_2537
chr14,118544647,118549686,blacklist_2538
chr14,118758578,118759778,blacklist_2539
chr14,118801894,118802407,blacklist_2540
chr14,118840156,118840519,blacklist_2541
chr14,118966067,118966437,blacklist_2542
chr14,119284442,119289513,blacklist_2543
chr14,119431473,119431762,blacklist_2544
chr14,119961478,119962878,blacklist_2545
chr14,120347790,120352808,blacklist_2546
chr14,120477078,120478378,blacklist_2547
chr14,120746878,120749678,blacklist_2548
chr14,120785278,120786478,blacklist_2549
chr14,121082317,121087649,blacklist_2550
chr14,121424939,121425334,blacklist_2551
chr14,121806553,121811591,blacklist_2552
chr14,122489649,122494676,blacklist_2553
chr14,122566481,122571548,blacklist_2554
chr14,122771872,122776897,blacklist_2555
chr14,123081146,123086150,blacklist_2556
chr14,123449123,123454183,blacklist_2557
chr14,123547473,123552502,blacklist_2558
chr14,123689478,123690678,blacklist_2559
chr14,124021391,124026408,blacklist_2560
chr14,124231641,124236669,blacklist_2561
chr14,124420578,124422078,blacklist_2562
chr14,124494126,124499192,blacklist_2563
chr14,124665872,124670940,blacklist_2564
chr14,124786052,124786776,blacklist_2565
chr14,124789342,124794343,blacklist_2566
chr14,124799052,124799760,blacklist_2567
chr15,3166000,3167200,blacklist_2568
chr15,3539000,3540100,blacklist_2569
chr15,3730900,3732300,blacklist_2570
chr15,3812500,3813600,blacklist_2571
chr15,3920400,3921800,blacklist_2572
chr15,5371100,5375700,blacklist_2573
chr15,5792400,5794300,blacklist_2574
chr15,5923798,5923891,blacklist_2575
chr15,6273500,6274900,blacklist_2576
chr15,6316797,6317057,blacklist_2577
chr15,6528600,6538800,blacklist_2578
chr15,7801200,7802900,blacklist_2579
chr15,7850100,7852000,blacklist_2580
chr15,8518200,8520000,blacklist_2581
chr15,8801590,8802653,blacklist_2582
chr15,8805942,8806856,blacklist_2583
chr15,9013806,9013863,blacklist_2584
chr15,9015557,9016387,blacklist_2585
chr15,9219245,9221945,blacklist_2586
chr15,9221951,9222237,blacklist_2587
chr15,9222414,9222873,blacklist_2588
chr15,9224031,9224169,blacklist_2589
chr15,9224246,9224491,blacklist_2590
chr15,9294045,9296045,blacklist_2591
chr15,9394745,9401797,blacklist_2592
chr15,9539545,9540645,blacklist_2593
chr15,9765233,9765361,blacklist_2594
chr15,9993645,9997245,blacklist_2595
chr15,10781545,10783045,blacklist_2596
chr15,12870101,12875869,blacklist_2597
chr15,14082479,14087530,blacklist_2598
chr15,14481645,14484245,blacklist_2599
chr15,14876223,14876344,blacklist_2600
chr15,15440045,15441245,blacklist_2601
chr15,15785345,15789345,blacklist_2602
chr15,17028845,17030645,blacklist_2603
chr15,17157245,17159145,blacklist_2604
chr15,17165645,17167545,blacklist_2605
chr15,17700889,17701094,blacklist_2606
chr15,17701717,17701872,blacklist_2607
chr15,18318145,18319945,blacklist_2608
chr15,19376198,19376344,blacklist_2609
chr15,19403645,19405445,blacklist_2610
chr15,19495745,19497745,blacklist_2611
chr15,19680745,19685745,blacklist_2612
chr15,19846255,19851303,blacklist_2613
chr15,20532045,20533145,blacklist_2614
chr15,20823245,20824345,blacklist_2615
chr15,21114860,21115064,blacklist_2616
chr15,21653985,21659043,blacklist_2617
chr15,21873445,21875245,blacklist_2618
chr15,22261518,22266576,blacklist_2619
chr15,23070200,23070456,blacklist_2620
chr15,24366245,24371645,blacklist_2621
chr15,25061068,25066143,blacklist_2622
chr15,25115245,25116945,blacklist_2623
chr15,26115445,26118845,blacklist_2624
chr15,26905245,26907145,blacklist_2625
chr15,27292045,27293245,blacklist_2626
chr15,27638645,27639845,blacklist_2627
chr15,29346000,29351076,blacklist_2628
chr15,29749271,29754293,blacklist_2629
chr15,31641093,31646101,blacklist_2630
chr15,33273845,33275745,blacklist_2631
chr15,33733445,33740045,blacklist_2632
chr15,33830605,33841045,blacklist_2633
chr15,34500745,34502045,blacklist_2634
chr15,34698607,34699123,blacklist_2635
chr15,34767345,34768645,blacklist_2636
chr15,34941645,34944645,blacklist_2637
chr15,34952244,34957286,blacklist_2638
chr15,35013645,35014945,blacklist_2639
chr15,35365238,35370264,blacklist_2640
chr15,35583845,35590145,blacklist_2641
chr15,35983157,35983506,blacklist_2642
chr15,36735145,36736545,blacklist_2643
chr15,36906484,36911507,blacklist_2644
chr15,36929462,36934527,blacklist_2645
chr15,37072945,37076945,blacklist_2646
chr15,37200747,37205761,blacklist_2647
chr15,37262873,37263024,blacklist_2648
chr15,37469745,37470845,blacklist_2649
chr15,38300345,38301645,blacklist_2650
chr15,38972639,38977672,blacklist_2651
chr15,39477393,39482463,blacklist_2652
chr15,39498796,39503825,blacklist_2653
chr15,39818139,39823210,blacklist_2654
chr15,40053054,40054254,blacklist_2655
chr15,41244754,41245954,blacklist_2656
chr15,42401454,42402554,blacklist_2657
chr15,42596289,42601334,blacklist_2658
chr15,44295109,44300141,blacklist_2659
chr15,44471954,44473754,blacklist_2660
chr15,44789754,44790954,blacklist_2661
chr15,44866154,44867454,blacklist_2662
chr15,45589154,45590554,blacklist_2663
chr15,45695654,45697054,blacklist_2664
chr15,46364205,46369280,blacklist_2665
chr15,47233381,47233559,blacklist_2666
chr15,47356998,47357231,blacklist_2667
chr15,47537497,47542624,blacklist_2668
chr15,48124154,48125354,blacklist_2669
chr15,48342610,48347648,blacklist_2670
chr15,48667954,48669554,blacklist_2671
chr15,48847143,48852183,blacklist_2672
chr15,49281730,49286757,blacklist_2673
chr15,49295219,49300276,blacklist_2674
chr15,49656293,49661321,blacklist_2675
chr15,50069254,50070354,blacklist_2676
chr15,50200992,50206034,blacklist_2677
chr15,50423899,50428906,blacklist_2678
chr15,50600054,50601254,blacklist_2679
chr15,50625254,50628854,blacklist_2680
chr15,52128945,52130045,blacklist_2681
chr15,53420702,53420924,blacklist_2682
chr15,53832645,53834145,blacklist_2683
chr15,53926087,53931110,blacklist_2684
chr15,54133745,54138945,blacklist_2685
chr15,55674845,55676045,blacklist_2686
chr15,55682645,55684545,blacklist_2687
chr15,56033811,56034229,blacklist_2688
chr15,56034404,56034596,blacklist_2689
chr15,56212345,56213445,blacklist_2690
chr15,56289245,56291045,blacklist_2691
chr15,56400545,56401745,blacklist_2692
chr15,56941545,56943045,blacklist_2693
chr15,56986545,56992945,blacklist_2694
chr15,57182345,57183545,blacklist_2695
chr15,57282945,57284545,blacklist_2696
chr15,57547845,57549145,blacklist_2697
chr15,58437645,58440945,blacklist_2698
chr15,58472660,58477693,blacklist_2699
chr15,60139255,60144481,blacklist_2700
chr15,60181174,60186224,blacklist_2701
chr15,60324607,60324759,blacklist_2702
chr15,60961345,60963545,blacklist_2703
chr15,60977645,60979245,blacklist_2704
chr15,61149245,61150545,blacklist_2705
chr15,61515428,61520474,blacklist_2706
chr15,62553445,62554545,blacklist_2707
chr15,62688878,62693940,blacklist_2708
chr15,62766087,62771135,blacklist_2709
chr15,63128145,63129645,blacklist_2710
chr15,63624402,63629457,blacklist_2711
chr15,63786943,63792016,blacklist_2712
chr15,63792166,63797184,blacklist_2713
chr15,64488980,64489210,blacklist_2714
chr15,64525171,64530221,blacklist_2715
chr15,64674438,64680038,blacklist_2716
chr15,64958538,64959938,blacklist_2717
chr15,65457538,65458838,blacklist_2718
chr15,65600238,65602238,blacklist_2719
chr15,66056838,66058438,blacklist_2720
chr15,66658038,66659338,blacklist_2721
chr15,67980878,67981146,blacklist_2722
chr15,68368238,68369338,blacklist_2723
chr15,68630870,68632370,blacklist_2724
chr15,68673066,68678123,blacklist_2725
chr15,68979970,68981770,blacklist_2726
chr15,69024689,69026052,blacklist_2727
chr15,69082662,69088519,blacklist_2728
chr15,69094537,69124367,blacklist_2729
chr15,69126755,69146324,blacklist_2730
chr15,69147564,69214595,blacklist_2731
chr15,69215931,69229522,blacklist_2732
chr15,69231776,69236815,blacklist_2733
chr15,70335870,70337770,blacklist_2734
chr15,71104570,71112170,blacklist_2735
chr15,73699996,73705007,blacklist_2736
chr15,74340511,74340748,blacklist_2737
chr15,74720770,74721870,blacklist_2738
chr15,74816570,74823170,blacklist_2739
chr15,75055600,75059889,blacklist_2740
chr15,75083010,75089548,blacklist_2741
chr15,75174053,75179099,blacklist_2742
chr15,75297970,75299370,blacklist_2743
chr15,75439170,75440270,blacklist_2744
chr15,75588501,75593568,blacklist_2745
chr15,75602970,75603970,blacklist_2746
chr15,75909070,75910270,blacklist_2747
chr15,75981270,75982770,blacklist_2748
chr15,76101093,76108205,blacklist_2749
chr15,76350370,76352070,blacklist_2750
chr15,76511270,76512470,blacklist_2751
chr15,76701170,76702470,blacklist_2752
chr15,76715070,76716270,blacklist_2753
chr15,77348222,77353236,blacklist_2754
chr15,77435601,77440640,blacklist_2755
chr15,77723870,77724870,blacklist_2756
chr15,78173670,78174870,blacklist_2757
chr15,78649592,78654633,blacklist_2758
chr15,78750649,78755720,blacklist_2759
chr15,79473470,79473601,blacklist_2760
chr15,79545870,79547570,blacklist_2761
chr15,79748763,79753822,blacklist_2762
chr15,80029523,80034584,blacklist_2763
chr15,80082770,80084270,blacklist_2764
chr15,80239970,80241870,blacklist_2765
chr15,80254470,80255970,blacklist_2766
chr15,80947870,80949070,blacklist_2767
chr15,81027910,81028271,blacklist_2768
chr15,81493570,81494770,blacklist_2769
chr15,81558181,81563225,blacklist_2770
chr15,81828057,81833061,blacklist_2771
chr15,81871470,81872670,blacklist_2772
chr15,81991864,81996872,blacklist_2773
chr15,82015570,82017070,blacklist_2774
chr15,82033694,82038759,blacklist_2775
chr15,82353670,82355170,blacklist_2776
chr15,82363470,82365770,blacklist_2777
chr15,82394447,82399472,blacklist_2778
chr15,82675870,82677170,blacklist_2779
chr15,83079765,83084824,blacklist_2780
chr15,83149170,83150270,blacklist_2781
chr15,84232993,84233140,blacklist_2782
chr15,85036270,85037570,blacklist_2783
chr15,85409406,85414461,blacklist_2784
chr15,85539674,85544734,blacklist_2785
chr15,86192273,86197743,blacklist_2786
chr15,86299163,86299389,blacklist_2787
chr15,87147370,87148470,blacklist_2788
chr15,87298970,87300070,blacklist_2789
chr15,87965489,87970592,blacklist_2790
chr15,88827870,88828970,blacklist_2791
chr15,88896597,88896749,blacklist_2792
chr15,88974970,88976270,blacklist_2793
chr15,89372969,89374369,blacklist_2794
chr15,90194469,90196369,blacklist_2795
chr15,90499407,90504455,blacklist_2796
chr15,91419469,91420769,blacklist_2797
chr15,91718482,91725035,blacklist_2798
chr15,91904113,91912870,blacklist_2799
chr15,91983160,91983344,blacklist_2800
chr15,92631056,92631372,blacklist_2801
chr15,93060669,93061769,blacklist_2802
chr15,93466169,93471181,blacklist_2803
chr15,93638091,93643132,blacklist_2804
chr15,93867069,93869069,blacklist_2805
chr15,94150669,94152369,blacklist_2806
chr15,94378269,94379469,blacklist_2807
chr15,94765630,94766031,blacklist_2808
chr15,96580669,96582169,blacklist_2809
chr15,96620282,96625397,blacklist_2810
chr15,96892369,96894969,blacklist_2811
chr15,97627069,97633369,blacklist_2812
chr15,97734669,97735769,blacklist_2813
chr15,97739203,97739655,blacklist_2814
chr15,97947187,97948022,blacklist_2815
chr15,97956684,97961704,blacklist_2816
chr15,98218141,98223193,blacklist_2817
chr15,98245539,98250553,blacklist_2818
chr15,98312766,98313290,blacklist_2819
chr15,98882510,98887567,blacklist_2820
chr15,98931469,98933169,blacklist_2821
