chrom,start,end,summit
chr10,93264188,93264438,93264313
chr10,93273712,93273962,93273837
chr10,93274218,93274468,93274343
chr10,93274479,93274729,93274604
chr10,93274760,93275010,93274885
chr10,93291930,93292180,93292055
chr10,93297807,93298057,93297932
chr10,93305097,93305347,93305222
chr10,93305942,93306192,93306067
chr10,93309111,93309361,93309236
chr10,93309590,93309840,93309715
chr10,93310407,93310657,93310532
chr10,93310889,93311139,93311014
chr10,93325468,93325718,93325593
chr10,93335729,93335979,93335854
chr10,93343464,93343714,93343589
chr10,93345306,93345556,93345431
chr10,93354041,93354291,93354166
chr10,93356246,93356496,93356371
chr10,93357737,93357987,93357862
chr10,93359364,93359614,93359489
chr10,93360782,93361032,93360907
chr10,93361882,93362132,93362007
chr10,93370406,93370656,93370531
chr10,93375004,93375254,93375129
chr10,93375353,93375603,93375478
chr10,93380001,93380251,93380126
chr10,93403293,93403543,93403418
chr10,93408877,93409127,93409002
chr10,93419640,93419890,93419765
chr10,93425772,93426022,93425897
chr10,93430929,93431179,93431054
chr10,93432469,93432719,93432594
chr10,93451955,93452205,93452080
chr10,93471496,93471746,93471621
chr10,93485416,93485666,93485541
chr10,93534373,93534623,93534498
chr10,93539822,93540072,93539947
chr10,93540198,93540448,93540323
chr10,93541009,93541259,93541134
chr10,93549058,93549308,93549183
chr10,93560429,93560679,93560554
chr10,93577597,93577847,93577722
chr10,93589576,93589826,93589701
chr10,93594083,93594333,93594208
chr10,93624204,93624454,93624329
chr10,93641873,93642123,93641998
chr10,93642917,93643167,93643042
chr10,93643492,93643742,93643617
chr10,93646682,93646932,93646807
chr10,93661321,93661571,93661446
chr10,93666248,93666498,93666373
chr10,93672850,93673100,93672975
chr10,93673154,93673404,93673279
chr10,93678593,93678843,93678718
chr10,93679184,93679434,93679309
chr10,93679523,93679773,93679648
chr10,93682273,93682523,93682398
chr10,93688394,93688644,93688519
chr10,93689871,93690121,93689996
chr10,93690445,93690695,93690570
chr10,93697940,93698190,93698065
chr10,93701063,93701313,93701188
chr10,93709571,93709821,93709696
chr10,93717799,93718049,93717924
chr10,93729924,93730174,93730049
chr10,93742666,93742916,93742791
chr10,93743358,93743608,93743483
chr10,93759695,93759945,93759820
chr10,93763140,93763390,93763265
chr10,93818706,93818956,93818831
chr10,93833638,93833888,93833763
chr10,93868406,93868656,93868531
chr10,93882023,93882273,93882148
chr10,93889699,93889949,93889824
chr10,93985528,93985778,93985653
chr10,94013264,94013514,94013389
chr10,94021157,94021407,94021282
chr10,94035242,94035492,94035367
chr10,94035492,94035742,94035617
chr10,94035779,94036029,94035904
chr10,94082381,94082631,94082506
chr10,94087350,94087600,94087475
chr10,94093470,94093720,94093595
chr10,94107338,94107588,94107463
chr10,94116328,94116578,94116453
chr10,94147757,94148007,94147882
chr10,94148245,94148495,94148370
chr10,94198880,94199130,94199005
chr10,94199183,94199433,94199308
chr10,94210799,94211049,94210924
chr10,94211727,94211977,94211852
chr10,94378439,94378689,94378564
chr10,94383586,94383836,94383711
chr10,94408716,94408966,94408841
chr10,94415987,94416237,94416112
chr10,94418959,94419209,94419084
chr10,94426391,94426641,94426516
chr10,94461422,94461672,94461547
chr10,94514715,94514965,94514840
chr10,94515258,94515508,94515383
chr10,94523608,94523858,94523733
chr10,94523887,94524137,94524012
chr10,94524173,94524423,94524298
chr10,94524895,94525145,94525020
chr10,94545377,94545627,94545502
chr10,94545637,94545887,94545762
chr10,94551880,94552130,94552005
chr10,94552193,94552443,94552318
chr10,94562252,94562502,94562377
chr10,94609288,94609538,94609413
chr10,94623664,94623914,94623789
chr10,94688120,94688370,94688245
chr10,94688502,94688752,94688627
chr10,94688895,94689145,94689020
chr10,94689184,94689434,94689309
chr10,94828230,94828480,94828355
chr10,94829454,94829704,94829579
chr10,94848362,94848612,94848487
chr10,94860762,94861012,94860887
chr10,94864491,94864741,94864616
chr10,94864749,94864999,94864874
chr10,94917432,94917682,94917557
chr10,94919602,94919852,94919727
chr10,94932059,94932309,94932184
chr10,94942814,94943064,94942939
chr10,94944698,94944948,94944823
chr10,94944974,94945224,94945099
chr10,94958370,94958620,94958495
chr10,94991510,94991760,94991635
chr10,94992201,94992451,94992326
chr10,95008874,95009124,95008999
chr10,95076512,95076762,95076637
chr10,95083376,95083626,95083501
chr10,95086891,95087141,95087016
chr10,95088206,95088456,95088331
chr10,95103901,95104151,95104026
chr10,95112285,95112535,95112410
chr10,95119028,95119278,95119153
chr10,95142986,95143236,95143111
chr10,95146617,95146867,95146742
chr10,95178852,95179102,95178977
chr10,95180188,95180438,95180313
chr10,95180973,95181223,95181098
chr10,95195880,95196130,95196005
chr10,95213416,95213666,95213541
chr10,95218050,95218300,95218175
chr10,95220550,95220800,95220675
chr10,95226974,95227224,95227099
chr10,95255194,95255444,95255319
chr10,95256847,95257097,95256972
chr10,95258091,95258341,95258216
chr10,95261235,95261485,95261360
chr10,95262423,95262673,95262548
chr10,95264761,95265011,95264886
chr10,95265069,95265319,95265194
chr10,95266237,95266487,95266362
chr10,95283462,95283712,95283587
chr10,95292332,95292582,95292457
chr10,95302858,95303108,95302983
chr10,95313610,95313860,95313735
chr10,95314071,95314321,95314196
chr10,95323460,95323710,95323585
chr10,95323952,95324202,95324077
chr10,95372057,95372307,95372182
chr10,95395186,95395436,95395311
chr10,95415562,95415812,95415687
chr10,95416482,95416732,95416607
chr10,95416941,95417191,95417066
chr10,95417940,95418190,95418065
chr10,95440642,95440892,95440767
chr10,95476007,95476257,95476132
chr10,95489751,95490001,95489876
chr10,95501583,95501833,95501708
chr10,95514751,95515001,95514876
chr10,95526871,95527121,95526996
chr10,95550541,95550791,95550666
chr10,95551764,95552014,95551889
chr10,95557344,95557594,95557469
chr10,95563557,95563807,95563682
chr10,95563988,95564238,95564113
chr10,95565629,95565879,95565754
chr10,95604938,95605188,95605063
chr10,95615861,95616111,95615986
chr10,95677828,95678078,95677953
chr10,95681064,95681314,95681189
chr10,95690945,95691195,95691070
chr10,95698930,95699180,95699055
chr10,95707955,95708205,95708080
chr10,95709974,95710224,95710099
chr10,95712284,95712534,95712409
chr10,95745903,95746153,95746028
chr10,95754806,95755056,95754931
chr10,95779651,95779901,95779776
chr10,95781320,95781570,95781445
chr10,95842840,95843090,95842965
chr10,95858227,95858477,95858352
chr10,95879976,95880226,95880101
chr10,95880245,95880495,95880370
chr10,95894792,95895042,95894917
chr10,95898532,95898782,95898657
chr10,95914484,95914734,95914609
chr10,95914868,95915118,95914993
chr10,95940229,95940479,95940354
chr10,95940600,95940850,95940725
chr10,95940877,95941127,95941002
chr10,95941203,95941453,95941328
chr10,95941773,95942023,95941898
chr10,95954459,95954709,95954584
chr10,95964755,95965005,95964880
chr10,95969779,95970029,95969904
chr10,95970968,95971218,95971093
chr10,95971305,95971555,95971430
chr10,96015782,96016032,96015907
chr10,96033726,96033976,96033851
chr10,96080523,96080773,96080648
chr10,96131185,96131435,96131310
chr10,96131827,96132077,96131952
chr10,96132241,96132491,96132366
chr10,96175724,96175974,96175849
chr10,96180786,96181036,96180911
chr10,96181440,96181690,96181565
chr10,96200695,96200945,96200820
chr10,96200984,96201234,96201109
chr10,96201298,96201548,96201423
chr10,96204345,96204595,96204470
chr10,96214006,96214256,96214131
chr10,96215002,96215252,96215127
chr10,96225843,96226093,96225968
chr10,96229085,96229335,96229210
chr10,96230401,96230651,96230526
chr10,96236117,96236367,96236242
chr10,96240684,96240934,96240809
chr10,96249619,96249869,96249744
chr10,96253761,96254011,96253886
chr10,96254599,96254849,96254724
chr10,96263782,96264032,96263907
chr10,96264393,96264643,96264518
chr10,96273697,96273947,96273822
chr10,96273997,96274247,96274122
chr10,96325349,96325599,96325474
chr10,96333332,96333582,96333457
chr10,96339314,96339564,96339439
chr10,96348416,96348666,96348541
chr10,96357024,96357274,96357149
chr10,96357317,96357567,96357442
chr10,96357618,96357868,96357743
chr10,96363979,96364229,96364104
chr10,96370812,96371062,96370937
chr10,96371097,96371347,96371222
chr10,96373526,96373776,96373651
chr10,96374277,96374527,96374402
chr10,96391731,96391981,96391856
chr10,96393009,96393259,96393134
chr10,96398612,96398862,96398737
chr10,96400908,96401158,96401033
chr10,96406373,96406623,96406498
chr10,96407910,96408160,96408035
chr10,96410082,96410332,96410207
chr10,96460604,96460854,96460729
chr10,96466924,96467174,96467049
chr10,96471602,96471852,96471727
chr10,96481193,96481443,96481318
chr10,96497520,96497770,96497645
chr10,96515921,96516171,96516046
chr10,96519413,96519663,96519538
chr10,96523290,96523540,96523415
chr10,96535505,96535755,96535630
chr10,96540918,96541168,96541043
chr10,96565427,96565677,96565552
chr10,96569582,96569832,96569707
chr10,96570178,96570428,96570303
chr10,96575363,96575613,96575488
chr10,96579494,96579744,96579619
chr10,96580171,96580421,96580296
chr10,96581320,96581570,96581445
chr10,96586713,96586963,96586838
chr10,96588263,96588513,96588388
chr10,96589795,96590045,96589920
chr10,96598139,96598389,96598264
chr10,96599154,96599404,96599279
chr10,96599652,96599902,96599777
chr10,96609412,96609662,96609537
chr10,96616686,96616936,96616811
chr10,96617093,96617343,96617218
chr10,96618387,96618637,96618512
chr10,96621048,96621298,96621173
chr10,96621619,96621869,96621744
chr10,96622231,96622481,96622356
chr10,96625827,96626077,96625952
chr10,96628387,96628637,96628512
chr10,96635568,96635818,96635693
chr10,96648143,96648393,96648268
chr10,96649528,96649778,96649653
chr10,96654654,96654904,96654779
chr10,96656301,96656551,96656426
chr10,96660629,96660879,96660754
chr10,96664143,96664393,96664268
chr10,96685844,96686094,96685969
chr10,96690723,96690973,96690848
chr10,96691045,96691295,96691170
chr10,96693885,96694135,96694010
chr10,96697677,96697927,96697802
chr10,96697943,96698193,96698068
chr10,96706681,96706931,96706806
chr10,96712035,96712285,96712160
chr10,96712998,96713248,96713123
chr10,96716510,96716760,96716635
chr10,96721003,96721253,96721128
chr10,96724486,96724736,96724611
chr10,96724930,96725180,96725055
chr10,96726891,96727141,96727016
chr10,96727541,96727791,96727666
chr10,96751565,96751815,96751690
chr10,96787295,96787545,96787420
chr10,96787686,96787936,96787811
chr10,96822601,96822851,96822726
chr10,96826280,96826530,96826405
chr10,96835191,96835441,96835316
chr10,96845294,96845544,96845419
chr10,96871544,96871794,96871669
chr10,96934713,96934963,96934838
chr10,96954990,96955240,96955115
chr10,96962553,96962803,96962678
chr10,96963775,96964025,96963900
chr10,96964065,96964315,96964190
chr10,97160331,97160581,97160456
chr10,97160908,97161158,97161033
chr10,97164683,97164933,97164808
chr10,97305641,97305891,97305766
chr10,97312559,97312809,97312684
chr10,97313068,97313318,97313193
chr10,97313443,97313693,97313568
chr10,97334091,97334341,97334216
chr10,97345413,97345663,97345538
chr10,97375878,97376128,97376003
chr10,97704641,97704891,97704766
chr10,97712761,97713011,97712886
chr10,98494455,98494705,98494580
chr10,98646778,98647028,98646903
chr10,98648919,98649169,98649044
chr10,98684195,98684445,98684320
chr10,98728753,98729003,98728878
chr10,98739479,98739729,98739604
chr10,98744243,98744493,98744368
chr10,98745494,98745744,98745619
chr10,98745966,98746216,98746091
chr10,98774869,98775119,98774994
chr10,98775321,98775571,98775446
chr10,98776343,98776593,98776468
chr10,98781843,98782093,98781968
chr10,98782134,98782384,98782259
chr10,98785448,98785698,98785573
chr10,98786165,98786415,98786290
chr10,98799166,98799416,98799291
chr10,98841536,98841786,98841661
chr10,98841895,98842145,98842020
chr10,98849911,98850161,98850036
chr10,98861461,98861711,98861586
chr10,98861728,98861978,98861853
chr10,98875506,98875756,98875631
chr10,98877944,98878194,98878069
chr10,98880131,98880381,98880256
chr10,98880764,98881014,98880889
chr10,98884665,98884915,98884790
chr10,98886829,98887079,98886954
chr10,98897438,98897688,98897563
chr10,98914052,98914302,98914177
chr10,98914605,98914855,98914730
chr10,98914933,98915183,98915058
chr10,98920711,98920961,98920836
chr10,98927043,98927293,98927168
chr10,98946110,98946360,98946235
chr10,98947323,98947573,98947448
chr10,98954315,98954565,98954440
chr10,98959435,98959685,98959560
chr10,98962176,98962426,98962301
chr10,98978769,98979019,98978894
chr10,98979312,98979562,98979437
chr10,99030906,99031156,99031031
chr10,99084984,99085234,99085109
chr10,99097421,99097671,99097546
chr10,99106672,99106922,99106797
chr10,99106967,99107217,99107092
chr10,99107380,99107630,99107505
chr10,99107977,99108227,99108102
chr10,99108640,99108890,99108765
chr10,99115994,99116244,99116119
chr10,99116729,99116979,99116854
chr10,99117389,99117639,99117514
chr10,99119534,99119784,99119659
chr10,99126997,99127247,99127122
chr10,99127729,99127979,99127854
chr10,99128006,99128256,99128131
chr10,99132347,99132597,99132472
chr10,99152146,99152396,99152271
chr10,99156871,99157121,99156996
chr10,99162013,99162263,99162138
chr10,99164989,99165239,99165114
chr10,99166048,99166298,99166173
chr10,99168898,99169148,99169023
chr10,99169812,99170062,99169937
chr10,99171537,99171787,99171662
chr10,99171911,99172161,99172036
chr10,99172223,99172473,99172348
chr10,99182254,99182504,99182379
chr10,99190835,99191085,99190960
chr10,99194101,99194351,99194226
chr10,99194455,99194705,99194580
chr10,99194731,99194981,99194856
chr10,99199318,99199568,99199443
chr10,99204612,99204862,99204737
chr10,99211061,99211311,99211186
chr10,99211352,99211602,99211477
chr10,99221580,99221830,99221705
chr10,99227849,99228099,99227974
chr10,99228135,99228385,99228260
chr10,99228698,99228948,99228823
chr10,99229032,99229282,99229157
chr10,99241377,99241627,99241502
chr10,99241866,99242116,99241991
chr10,99242221,99242471,99242346
chr10,99245071,99245321,99245196
chr10,99261382,99261632,99261507
chr10,99261680,99261930,99261805
chr10,99262933,99263183,99263058
chr10,99268487,99268737,99268612
chr10,99268873,99269123,99268998
chr10,99284694,99284944,99284819
chr10,99287105,99287355,99287230
chr10,99302320,99302570,99302445
chr10,99353997,99354247,99354122
chr10,99360631,99360881,99360756
chr10,99385939,99386189,99386064
chr10,99392939,99393189,99393064
chr10,99393590,99393840,99393715
chr10,99416873,99417123,99416998
chr10,99441135,99441385,99441260
chr10,99448136,99448386,99448261
chr10,99451320,99451570,99451445
chr10,99459736,99459986,99459861
chr10,99460141,99460391,99460266
chr10,99461141,99461391,99461266
chr10,99482692,99482942,99482817
chr10,99485540,99485790,99485665
chr10,99577340,99577590,99577465
chr10,99581123,99581373,99581248
chr10,99592148,99592398,99592273
chr10,99615882,99616132,99616007
chr10,99619511,99619761,99619636
chr10,99641863,99642113,99641988
chr10,99698127,99698377,99698252
chr10,99912990,99913240,99913115
chr10,100025750,100026000,100025875
chr10,100054774,100055024,100054899
chr10,100486747,100486997,100486872
chr10,100487168,100487418,100487293
chr10,100487596,100487846,100487721
chr10,100521691,100521941,100521816
chr10,100521997,100522247,100522122
chr10,100588893,100589143,100589018
chr10,100629808,100630058,100629933
chr10,100695893,100696143,100696018
chr10,100702038,100702288,100702163
chr10,100716325,100716575,100716450
chr10,100741005,100741255,100741130
chr10,100741298,100741548,100741423
chr10,100742146,100742396,100742271
chr10,100770315,100770565,100770440
chr10,100770699,100770949,100770824
chr10,100777294,100777544,100777419
chr10,100777876,100778126,100778001
chr10,100786537,100786787,100786662
chr10,100811720,100811970,100811845
chr10,100853320,100853570,100853445
chr10,102451821,102452071,102451946
chr10,102474895,102475145,102475020
chr10,102491851,102492101,102491976
chr10,102566344,102566594,102566469
chr10,103443095,103443345,103443220
chr10,105573345,105573595,105573470
chr10,105574141,105574391,105574266
chr10,105575331,105575581,105575456
chr10,105774451,105774701,105774576
chr10,105834727,105834977,105834852
chr10,105840883,105841133,105841008
chr10,105841213,105841463,105841338
chr10,107800050,107800300,107800175
chr10,107868997,107869247,107869122
chr10,107921602,107921852,107921727
chr10,107922824,107923074,107922949
chr10,107932167,107932417,107932292
chr10,107932565,107932815,107932690
chr10,107941234,107941484,107941359
chr10,107941627,107941877,107941752
chr10,108060558,108060808,108060683
chr10,108065154,108065404,108065279
chr10,108093133,108093383,108093258
chr10,108110317,108110567,108110442
chr10,108113410,108113660,108113535
chr10,108118239,108118489,108118364
chr10,108118870,108119120,108118995
chr10,108129232,108129482,108129357
chr10,108138470,108138720,108138595
chr10,108161415,108161665,108161540
chr10,108161885,108162135,108162010
chr10,108162266,108162516,108162391
chr10,108166764,108167014,108166889
chr10,108167899,108168149,108168024
chr10,108178548,108178798,108178673
chr10,108190696,108190946,108190821
chr10,108191192,108191442,108191317
chr10,108203538,108203788,108203663
chr10,108300872,108301122,108300997
chr10,108331798,108332048,108331923
chr10,108446157,108446407,108446282
chr10,110727856,110728106,110727981
chr10,110733410,110733660,110733535
chr10,110744977,110745227,110745102
chr10,110745229,110745479,110745354
chr10,110760640,110760890,110760765
chr10,110766117,110766367,110766242
chr10,110766953,110767203,110767078
chr10,110794574,110794824,110794699
chr10,110890954,110891204,110891079
chr10,110919752,110920002,110919877
chr10,110920018,110920268,110920143
chr10,110931917,110932167,110932042
chr10,110951799,110952049,110951924
chr10,110974529,110974779,110974654
chr10,110976139,110976389,110976264
chr10,110989792,110990042,110989917
chr10,111009592,111009842,111009717
chr10,111009899,111010149,111010024
chr10,111010150,111010400,111010275
chr10,111031579,111031829,111031704
chr10,111100135,111100385,111100260
chr10,111102623,111102873,111102748
chr10,111103131,111103381,111103256
chr10,111105012,111105262,111105137
chr10,111107459,111107709,111107584
chr10,111108804,111109054,111108929
chr10,111118197,111118447,111118322
chr10,111156405,111156655,111156530
chr10,111156840,111157090,111156965
chr10,111157325,111157575,111157450
chr10,111164272,111164522,111164397
chr10,111164682,111164932,111164807
chr10,111165135,111165385,111165260
chr10,111165486,111165736,111165611
chr10,111171283,111171533,111171408
chr10,111180728,111180978,111180853
chr10,111189278,111189528,111189403
chr10,111214601,111214851,111214726
chr10,111223217,111223467,111223342
chr10,111226556,111226806,111226681
chr10,111233498,111233748,111233623
chr10,111233956,111234206,111234081
chr10,111234553,111234803,111234678
chr10,111298209,111298459,111298334
chr10,111298511,111298761,111298636
chr10,111298789,111299039,111298914
chr10,111320654,111320904,111320779
chr10,111378129,111378379,111378254
chr10,111385606,111385856,111385731
chr10,111388963,111389213,111389088
chr10,111408016,111408266,111408141
chr10,111421979,111422229,111422104
chr10,111422686,111422936,111422811
chr10,111473013,111473263,111473138
chr10,111473531,111473781,111473656
chr10,111488841,111489091,111488966
chr10,111503147,111503397,111503272
chr10,111506130,111506380,111506255
chr10,111506608,111506858,111506733
chr10,111507474,111507724,111507599
chr10,111516021,111516271,111516146
chr10,111516878,111517128,111517003
chr10,111528296,111528546,111528421
chr10,111532038,111532288,111532163
chr10,111533363,111533613,111533488
chr10,111539809,111540059,111539934
chr10,111540084,111540334,111540209
chr10,111544069,111544319,111544194
chr10,111559419,111559669,111559544
chr10,111559997,111560247,111560122
chr10,111562686,111562936,111562811
chr10,111576036,111576286,111576161
chr10,111578650,111578900,111578775
chr10,111583100,111583350,111583225
chr10,111636374,111636624,111636499
chr10,111715308,111715558,111715433
chr10,111717910,111718160,111718035
chr10,111782255,111782505,111782380
chr10,111782553,111782803,111782678
chr10,111858524,111858774,111858649
chr10,111912290,111912540,111912415
chr10,111924176,111924426,111924301
chr10,111925555,111925805,111925680
chr10,111957796,111958046,111957921
chr10,111972487,111972737,111972612
chr10,111977676,111977926,111977801
chr10,111995836,111996086,111995961
chr10,111996298,111996548,111996423
chr10,111997137,111997387,111997262
chr10,112002271,112002521,112002396
chr10,112002642,112002892,112002767
chr10,112051304,112051554,112051429
chr10,112060034,112060284,112060159
chr10,112105822,112106072,112105947
chr10,112138625,112138875,112138750
chr10,112160225,112160475,112160350
chr10,112801654,112801904,112801779
chr10,112928631,112928881,112928756
chr10,112928881,112929131,112929006
chr10,115097228,115097478,115097353
chr10,115184831,115185081,115184956
chr10,115243553,115243803,115243678
chr10,115245604,115245854,115245729
chr10,115250431,115250681,115250556
chr10,115251080,115251330,115251205
chr10,115251446,115251696,115251571
chr10,115252489,115252739,115252614
chr10,115311346,115311596,115311471
chr10,115312262,115312512,115312387
chr10,115314892,115315142,115315017
chr10,115315469,115315719,115315594
chr10,115323357,115323607,115323482
chr10,115332361,115332611,115332486
chr10,115333199,115333449,115333324
chr10,115362107,115362357,115362232
chr10,115363258,115363508,115363383
chr10,115384368,115384618,115384493
chr10,115384758,115385008,115384883
chr10,115385445,115385695,115385570
chr10,115393569,115393819,115393694
chr10,115396074,115396324,115396199
chr10,115406466,115406716,115406591
chr10,115413583,115413833,115413708
chr10,115414133,115414383,115414258
chr10,115617534,115617784,115617659
chr10,116319321,116319571,116319446
chr10,116330513,116330763,116330638
chr10,116391244,116391494,116391369
chr10,116397038,116397288,116397163
chr10,116397653,116397903,116397778
chr10,116422624,116422874,116422749
chr10,116463835,116464085,116463960
chr10,116473312,116473562,116473437
chr10,116473768,116474018,116473893
chr10,116487450,116487700,116487575
chr10,116505373,116505623,116505498
chr10,116511187,116511437,116511312
chr10,116515165,116515415,116515290
chr10,116557253,116557503,116557378
chr10,116559248,116559498,116559373
chr10,116564871,116565121,116564996
chr10,116565360,116565610,116565485
chr10,116568615,116568865,116568740
chr10,116581448,116581698,116581573
chr10,116581974,116582224,116582099
chr10,116582951,116583201,116583076
chr10,116613268,116613518,116613393
chr10,116655087,116655337,116655212
chr10,116655501,116655751,116655626
chr10,116656134,116656384,116656259
chr10,116661621,116661871,116661746
chr10,116674444,116674694,116674569
chr10,116746543,116746793,116746668
chr10,116848816,116849066,116848941
chr10,116853160,116853410,116853285
chr10,116872194,116872444,116872319
chr10,116893842,116894092,116893967
chr10,116895167,116895417,116895292
chr10,116913690,116913940,116913815
chr10,116913962,116914212,116914087
chr10,116919631,116919881,116919756
chr10,116919996,116920246,116920121
chr10,116920761,116921011,116920886
chr10,116922332,116922582,116922457
chr10,116923731,116923981,116923856
chr10,116930165,116930415,116930290
chr10,116930553,116930803,116930678
chr10,116931064,116931314,116931189
chr10,116931797,116932047,116931922
chr10,116932547,116932797,116932672
chr10,116933824,116934074,116933949
chr10,116934801,116935051,116934926
chr10,116935171,116935421,116935296
chr10,116949013,116949263,116949138
chr10,116950249,116950499,116950374
chr10,117033890,117034140,117034015
chr10,117063229,117063479,117063354
chr10,117063723,117063973,117063848
chr10,117078359,117078609,117078484
chr10,117081863,117082113,117081988
chr10,117104262,117104512,117104387
chr10,117105070,117105320,117105195
chr10,117110375,117110625,117110500
chr10,117111195,117111445,117111320
chr10,117111633,117111883,117111758
chr10,117112593,117112843,117112718
chr10,117118550,117118800,117118675
chr10,117119568,117119818,117119693
chr10,117127528,117127778,117127653
chr10,117129511,117129761,117129636
chr10,117130103,117130353,117130228
chr10,117141955,117142205,117142080
chr10,117148439,117148689,117148564
chr10,117150150,117150400,117150275
chr10,117209640,117209890,117209765
chr10,117215401,117215651,117215526
chr10,117215801,117216051,117215926
chr10,117216135,117216385,117216260
chr10,117216908,117217158,117217033
chr10,117224066,117224316,117224191
chr10,117224414,117224664,117224539
chr10,117229901,117230151,117230026
chr10,117363152,117363402,117363277
chr10,117376830,117377080,117376955
chr10,117393190,117393440,117393315
chr10,117393738,117393988,117393863
chr10,117398165,117398415,117398290
chr10,117417407,117417657,117417532
chr10,117418030,117418280,117418155
chr10,117432439,117432689,117432564
chr10,117434883,117435133,117435008
chr10,117435530,117435780,117435655
chr10,117436778,117437028,117436903
chr10,117452239,117452489,117452364
chr10,117455567,117455817,117455692
chr10,117493906,117494156,117494031
chr10,117515853,117516103,117515978
chr10,117530818,117531068,117530943
chr10,117625805,117626055,117625930
chr10,117627542,117627792,117627667
chr10,117629330,117629580,117629455
chr10,117640016,117640266,117640141
chr10,117652086,117652336,117652211
chr10,117659857,117660107,117659982
chr10,117675738,117675988,117675863
chr10,117688333,117688583,117688458
chr10,117710624,117710874,117710749
chr10,117731315,117731565,117731440
chr10,117731622,117731872,117731747
chr10,117746245,117746495,117746370
chr10,117755153,117755403,117755278
chr10,117784708,117784958,117784833
chr10,117792593,117792843,117792718
chr10,117804494,117804744,117804619
chr10,117808152,117808402,117808277
chr10,117829879,117830129,117830004
chr10,117830838,117831088,117830963
chr10,117836420,117836670,117836545
chr10,117839815,117840065,117839940
chr10,117843718,117843968,117843843
chr10,117844337,117844587,117844462
chr10,117845874,117846124,117845999
chr10,117846232,117846482,117846357
chr10,117856221,117856471,117856346
chr10,117860944,117861194,117861069
chr10,117864370,117864620,117864495
chr10,117864725,117864975,117864850
chr10,117874081,117874331,117874206
chr10,117897842,117898092,117897967
chr10,117906663,117906913,117906788
chr10,117909177,117909427,117909302
chr10,117910420,117910670,117910545
chr10,117917890,117918140,117918015
chr10,117918523,117918773,117918648
chr10,117918819,117919069,117918944
chr10,117919620,117919870,117919745
chr10,117938645,117938895,117938770
chr10,117940521,117940771,117940646
chr10,117940825,117941075,117940950
chr10,117943835,117944085,117943960
chr10,117947964,117948214,117948089
chr10,117952138,117952388,117952263
chr10,117952743,117952993,117952868
chr10,117953143,117953393,117953268
chr10,117959622,117959872,117959747
chr10,117982598,117982848,117982723
chr10,117983346,117983596,117983471
chr10,118002032,118002282,118002157
chr10,118006852,118007102,118006977
chr10,118007246,118007496,118007371
chr10,118050357,118050607,118050482
chr10,118057498,118057748,118057623
chr10,118064738,118064988,118064863
chr10,118083087,118083337,118083212
chr10,118087617,118087867,118087742
chr10,118089911,118090161,118090036
chr10,118096366,118096616,118096491
chr10,118103166,118103416,118103291
chr10,118109923,118110173,118110048
chr10,118114316,118114566,118114441
chr10,118121966,118122216,118122091
chr10,118141558,118141808,118141683
chr10,118156019,118156269,118156144
chr10,118172638,118172888,118172763
chr10,118195232,118195482,118195357
chr10,118370494,118370744,118370619
chr10,118406857,118407107,118406982
chr10,118407109,118407359,118407234
chr10,118412836,118413086,118412961
chr10,118418810,118419060,118418935
chr10,118419105,118419355,118419230
chr10,118441973,118442223,118442098
chr10,118458814,118459064,118458939
chr10,118460145,118460395,118460270
chr10,118461377,118461627,118461502
chr10,118468832,118469082,118468957
chr10,118469136,118469386,118469261
chr10,118477367,118477617,118477492
chr10,118480852,118481102,118480977
chr10,118481546,118481796,118481671
chr10,118486804,118487054,118486929
chr10,118506260,118506510,118506385
chr10,118507700,118507950,118507825
chr10,118550318,118550568,118550443
chr10,118556477,118556727,118556602
chr10,118592710,118592960,118592835
chr10,118596020,118596270,118596145
chr10,118599194,118599444,118599319
chr10,118599702,118599952,118599827
chr10,118605488,118605738,118605613
chr10,118628072,118628322,118628197
chr10,118633417,118633667,118633542
chr10,118643653,118643903,118643778
chr10,118713008,118713258,118713133
chr10,118714038,118714288,118714163
chr10,118714315,118714565,118714440
chr10,118719268,118719518,118719393
chr10,118721939,118722189,118722064
chr10,118749116,118749366,118749241
chr10,118751673,118751923,118751798
chr10,118766068,118766318,118766193
chr10,118782049,118782299,118782174
chr10,118787211,118787461,118787336
chr10,118787524,118787774,118787649
chr10,118793757,118794007,118793882
chr10,118811038,118811288,118811163
chr10,118813857,118814107,118813982
chr10,118827168,118827418,118827293
chr10,118854646,118854896,118854771
chr10,118869363,118869613,118869488
chr10,118869780,118870030,118869905
chr10,118882584,118882834,118882709
chr10,118884103,118884353,118884228
chr10,118893636,118893886,118893761
chr10,118952862,118953112,118952987
chr10,118979484,118979734,118979609
chr10,118997139,118997389,118997264
chr10,119001944,119002194,119002069
chr10,119003923,119004173,119004048
chr10,119004477,119004727,119004602
chr10,119005575,119005825,119005700
chr10,119011080,119011330,119011205
chr10,119024557,119024807,119024682
chr10,119029722,119029972,119029847
chr10,119031387,119031637,119031512
chr10,119039771,119040021,119039896
chr10,119050011,119050261,119050136
chr10,119050405,119050655,119050530
chr10,119065513,119065763,119065638
chr10,119066057,119066307,119066182
chr10,119067424,119067674,119067549
chr10,119080640,119080890,119080765
chr10,119082936,119083186,119083061
chr10,119083536,119083786,119083661
chr10,119085155,119085405,119085280
chr10,119142358,119142608,119142483
chr10,119218348,119218598,119218473
chr10,119218602,119218852,119218727
